title,forma,manufacturer,image-src
"Нитроглицерин","ампулы 0.1% , 10 мл , 10 шт.","Ник-Фарм, Россия","http://www.eapteka.ru/upload/offer_photo/711/99/resized/230_230_1.jpg"
"Фенистил Пенцивир","с тонирующим эффектом крем, 2 г","Новартис, Швейцария","http://www.eapteka.ru/upload/offer_photo/233/893/resized/230_230_1.jpg"
"Элеутерококк экстракт жидкий 50 мл","упак.","Камелия, Россия","http://www.eapteka.ru/upload/offer_photo/249/273/resized/230_230_1.jpg"
"Ирсар таблетки 300 мг 14 шт.","упак.","Канонфарма, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Интеленс таблетки 200 мг 60 шт.","упак.","Джонсон и Джонсон, Ирландия","http://www.eapteka.ru/upload/offer_photo/259/530/1.jpg"
"Кардиодоктор","капсулы, 60 шт.","Фитогаленика, Россия","http://www.eapteka.ru/upload/offer_photo/222/095/resized/230_230_1.jpg"
"Полькортолон ТC","аэрозоль , 30 г","Польфа, Польша","http://www.eapteka.ru/upload/offer_photo/348/14/resized/230_230_1.jpg"
"Флексен","лиофилизат для р-ра для в/мыш. введ.100 мг амп 6шт","Италфармако, Италия","http://www.eapteka.ru/upload/offer_photo/204/755/resized/230_230_1.jpg"
"Коэнзим Q10 Энергия клеток","капсулы 500 мг, 40 шт.","Реалкапс, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Белодерм","крем 0.05%, 40 г","Белупо, Хорватия","http://www.eapteka.ru/upload/offer_photo/217/909/resized/230_230_1.jpg"
"Ацикловир Белупо","крем 5%, 5 г","Белупо, Хорватия","http://www.eapteka.ru/upload/offer_photo/219/248/resized/230_230_1.jpg"
"Викасол","ампулы 1% , 2 мл , 10 шт.","Эллара, Россия","http://www.eapteka.ru/upload/offer_photo/233/981/resized/230_230_1.jpg"
"Метопролол таблетки 25 мг 60 шт.","1 упак.","Озон, Россия","http://www.eapteka.ru/upload/offer_photo/245/569/resized/230_230_1.jpg"
"Сальбутамол-Тева","аэрозоль для ингаляций 100 мкг/доза 200 доз","Тева, Израиль","http://www.eapteka.ru/upload/offer_photo/216/374/1.jpg"
"Пироксикам","капсулы 20 мг, 20 шт.","Производство медикаментов, Россия","http://www.eapteka.ru/upload/offer_photo/234/824/resized/230_230_1.jpg"
"Кардилопин","таблетки 5 мг, 30 шт.","Эгис, Венгрия","http://www.eapteka.ru/upload/offer_photo/207/096/resized/230_230_1.jpg"
"Лориста НД","таблетки 100 мг+25 мг, 90 шт.","КРКА, Словения","http://www.eapteka.ru/upload/offer_photo/227/045/resized/230_230_1.jpg"
"Мексифин","ампулы 50 мг/мл 2 мл, 10 шт.","Фармзащита НПЦ, Россия","http://www.eapteka.ru/upload/offer_photo/209/752/1.jpg"
"Тражента","таблетки 5 мг, 30 шт.","Берингер Ингельхайм, Австрия","http://www.eapteka.ru/upload/offer_photo/215/843/resized/230_230_1.jpg"
"Серената","таблетки 100 мг, 30 шт.","Торрент, Индия","http://www.eapteka.ru/upload/offer_photo/208/562/1.jpg"
"Нимесулид-Тева","таблетки 100мг 30 шт.","Тева, Израиль","http://www.eapteka.ru/upload/offer_photo/237/657/1.jpg"
"Рисполепт Конста","флакон, 50 мг","Янссен-Силаг, Бельгия","http://www.eapteka.ru/upload/offer_photo/206/833/resized/230_230_1.jpg"
"Педиакид (Pediakid) Транзит Ду (TRANSIT DOUX) 125 мл","упак.","Лаборатории Инелдиа, Франция","http://www.eapteka.ru/upload/offer_photo/256/083/resized/230_230_1.jpg"
"Амикацин","флаконы 1000 мг, 50 шт.","Синтез АКОМП, Россия","http://www.eapteka.ru/upload/offer_photo/226/798/resized/230_230_1.jpg"
"Фурагин","таблетки 50 мг, 10 шт.","Оболенское ФП, Россия","http://www.eapteka.ru/upload/offer_photo/233/891/resized/230_230_1.jpg"
"Иммуноро Кедрион","флакон, 0,3 мг","Кедрион, Италия","http://www.eapteka.ru/upload/offer_photo/216/853/1.jpg"
"Биорекс гель","пакет, 7 гр, 40 шт.","NBS Co, LTD Япония, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Ланцид","капсулы 30 мг, 30 шт.","Микро Лабс Лимитед, Индия","http://www.eapteka.ru/upload/offer_photo/206/782/resized/230_230_1.jpg"
"Гербион эскулюс","гель, 40 г","КРКА, Словения","http://www.eapteka.ru/upload/offer_photo/210/507/resized/230_230_1.jpg"
"Стиммунал","таблетки 500 мг 60 шт.","Эвалар, Россия","http://www.eapteka.ru/upload/offer_photo/240/612/resized/230_230_1.png"
"Сексуал Натура Голд Сперм Оптимайзер (Natura Gold Sperm Optimizer) капсулы 60 шт.","упак.","Лаборатории Инелдиа, Франция","http://www.eapteka.ru/upload/offer_photo/256/119/resized/230_230_1.jpg"
"Периндоприл","таблетки 4 мг, 30 шт.","Вертекс, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Фуцидин Г","крем, 15 г","Лео Фармасьютикал, Дания","http://www.eapteka.ru/upload/offer_photo/204/764/resized/230_230_1.jpg"
"Октреотид-Лонг","флакон, 20 мг","Ф-Синтез, Россия","http://www.eapteka.ru/upload/offer_photo/214/828/1.jpg"
"Венолайф","гель, 40 г","Акрихин, Россия","http://www.eapteka.ru/upload/offer_photo/210/111/1.jpg"
"Витаминерал","таблетки, 40 шт.","Внешторг Фарма, Россия","http://www.eapteka.ru/upload/offer_photo/235/279/resized/230_230_1.jpg"
"Вакцина гепатита В рекомбинантная дрожжевая","ампулы 0,5 мл, 10 шт.","Комбиотех НПК, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Уралит-У","флаконы , 280 г","Мадаус, Германия","http://www.eapteka.ru/upload/offer_photo/244/19/resized/230_230_1.jpg"
"Дилатренд","таблетки 6.25 мг, 30 шт.","Хоффманн ля Рош, Швейцария","http://www.eapteka.ru/upload/offer_photo/231/84/resized/230_230_1.jpg"
"Менопейс Плюс","капсулы, 28 шт.+таблетки, 28 шт.","Витабиотикс, Великобритания","http://www.eapteka.ru/upload/offer_photo/219/053/resized/230_230_1.jpg"
"Холесенол","флакон, 150 мл","ВИС, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Зеленина капли","25 мл","Тверская фармфабрика, Россия","http://www.eapteka.ru/upload/offer_photo/203/358/resized/230_230_1.jpg"
"Агри детский","таблетки, 40 шт.","Материа Медика, Россия","http://www.eapteka.ru/upload/offer_photo/209/866/resized/230_230_1.jpg"
"Азитрокс","капсулы 250 мг, 6 шт.","Фармстандарт, Россия","http://www.eapteka.ru/upload/offer_photo/208/153/resized/230_230_1.jpg"
"Кларитросин","таблетки  500мг 5 шт","Синтез, Курган","http://www.eapteka.ru/upload/offer_photo/241/308/resized/230_230_1.jpg"
"Кларисенс","сироп 1 мг/мл, 100 мл","Фармстандарт, Россия","http://www.eapteka.ru/upload/offer_photo/206/265/resized/230_230_1.jpg"
"Шалфея листья","фильтрпакетики , 1,5 г , 20 шт.","Здоровье, Россия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Тридерм","крем , 15 г","Байер, Германия","http://www.eapteka.ru/upload/offer_photo/205/16/resized/230_230_1.jpg"
"Немулекс гранулы для суспезии для приема внутрь 100 мг/2 г","10 шт.","Сотекс, Россия","http://www.eapteka.ru/upload/offer_photo/235/801/resized/230_230_1.jpg"
"Веторон","таблетки шипучие с эхинацеей и цинком, 10 шт","Внешторг Фарма, Россия","http://www.eapteka.ru/upload/offer_photo/239/018/resized/230_230_1.jpg"
"Симвастатин Зентива","таблетки 10 мг, 28 шт.","Зентива, Чехия","http://www.eapteka.ru/upload/offer_photo/205/694/1.jpg"
"Фексадин","таблетки 120 мг, 10 шт.","Ранбакси, Индия","http://www.eapteka.ru/upload/offer_photo/205/948/resized/230_230_1.jpg"
"ДжиЭнСи (GNC) Эпимедиум для мужчин (Men`s Horny Goat Weed) капсулы 60 шт.","упак.","Дженерал Нутришн Сентерс, США","http://www.eapteka.ru/upload/offer_photo/252/021/resized/230_230_1.jpg"
"Лодоз","таблетки покрыт.плен.об. 2,5 мг+6,25 мг 30 шт.","Мерк Сантэ, Франция","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Брусники листья","пачка , 50 г","Красногорсклексредства, Россия","http://www.eapteka.ru/upload/offer_photo/613/18/resized/230_230_1.jpg"
"ЭсКорди Кор","таблетки 5 мг, 30 шт.","Актавис, Швейцария","http://www.eapteka.ru/upload/offer_photo/212/047/resized/230_230_1.jpg"
"Легалон 70","капсулы 70 мг, 30 шт.","Мадаус, Германия","http://www.eapteka.ru/upload/offer_photo/217/938/1.jpg"
"Кординорм","таблетки 5 мг, 30 шт.","Актавис, Швейцария","http://www.eapteka.ru/upload/offer_photo/211/056/resized/230_230_1.jpg"
"Бидоп","таблетки 5 мг, 28 шт.","Гедеон Рихтер, Венгрия","http://www.eapteka.ru/upload/offer_photo/210/832/1.jpg"
"Фунготербин","спрей 1%, 30 мл","Нижфарм, Россия","http://www.eapteka.ru/upload/offer_photo/209/612/resized/230_230_1.jpg"
"Левоцетиризин-Тева","таблетки покрыт.плен.об. 5 мг 14 шт.","Тева, Израиль","http://www.eapteka.ru/upload/offer_photo/237/132/resized/230_230_1.jpg"
"Йокс-Тева","раствор для местного применения 50 мл флакон","Тева, Израиль","http://www.eapteka.ru/upload/offer_photo/204/288/1.jpg"
"Плантиокс","таблетки 500 мг, 120 шт.","Ханкинтатукку, Финляндия","http://www.eapteka.ru/upload/offer_photo/211/324/1.jpg"
"Лютакс АМД плюс","капсулы, 30 шт.","Сантэн, Франция","http://www.eapteka.ru/upload/offer_photo/216/716/resized/230_230_1.jpg"
"Метокард","таблетки 100 мг, 30 шт.","Польфарма, Польша","http://www.eapteka.ru/upload/offer_photo/347/25/1.gif"
"Панкраген","капсулы 0.2 г, 60 шт.","Фирма-Вита, Россия","http://www.eapteka.ru/upload/offer_photo/211/174/resized/230_230_1.jpg"
"Систейн","капли глазн, 15 мл","Алкон, США","http://www.eapteka.ru/upload/offer_photo/233/517/resized/230_230_1.jpg"
"Магне Экспресс гранулы для рассасывания 1600 мг саше 20 шт.","упак.","Гермес Фарма Гес, Австрия","http://www.eapteka.ru/upload/offer_photo/249/047/1.jpg"
"Траумель С","мазь, 50 г","Хеель, Германия","http://www.eapteka.ru/upload/offer_photo/229/66/resized/230_230_1.jpg"
"Беклазон Эко Легкое Дыхание","аэрозоль для ингаляций 100 мкг/доза, 200 доз","Айвэкс Фармасьютикалс с.р.о, Чехия","http://www.eapteka.ru/upload/offer_photo/205/007/1.jpg"
"Бипрол","таблетки покрыт.плен.об 5 мг 100 шт.","Хемофарм, Сербия","http://www.eapteka.ru/local/templates/adaptive/img/no-photo.png"
"Олиосептил (OLIOSEPTIL) Гастро Интестинал Капсулы для желудочно-кишечн. тракта (GASTRO-INTESTINAL) капсулы 15 шт.","упак.","Лаборатории Инелдиа, Франция","http://www.eapteka.ru/upload/offer_photo/256/064/resized/230_230_1.jpg"
"Инвега","таблетки 3 мг, 28 шт.","Янссен-Силаг, Бельгия","http://www.eapteka.ru/upload/offer_photo/208/708/resized/230_230_1.jpg"
"Момат","крем 0.1%, 15 г","Гленмарк, Индия","http://www.eapteka.ru/upload/offer_photo/209/848/1.jpg"
"Ортофен","гель 5%, 50 г","Вертекс, Россия","http://www.eapteka.ru/upload/offer_photo/229/321/resized/230_230_1.jpg"
"Кансидас","флаконы 50 мг , 10 мл","Мерк Шарп и Доум, США","http://www.eapteka.ru/upload/offer_photo/206/906/1.jpg"
